Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
97319-158856,PF,Trendon,Trendon Watford,Watford,15.658824247472426,17,4300,BKN@GS,BKN,GS,,,,,,PF
97319-110320,SF,Matisse,Matisse Thybulle,Thybulle,16.51304294752038,23,4300,DAL@POR,POR,DAL,,,,,,SF
97319-145330,PG,Isaiah,Isaiah Joe,Joe,17.030435313349184,23,4300,OKC@DEN,OKC,DEN,,,,,,PG
97319-171747,SG/PG,Andrew,Andrew Nembhard,Nembhard,16.752940458409928,17,4200,IND@MIN,IND,MIN,O,Knee,,,,PG/SG
97319-171744,SG,Christian,Christian Braun,Braun,17.59230745755709,26,4200,OKC@DEN,DEN,OKC,,,,,,SG
97319-145333,SF/PF,Aaron,Aaron Nesmith,Nesmith,19.88095238095238,21,4200,IND@MIN,IND,MIN,,,,,,SF/PF
97319-145351,C,Omer,Omer Yurtseven,Yurtseven,12.549999660915798,18,4200,UTA@SAC,UTA,SAC,,,,,,C
97319-188411,PF,Taylor,Taylor Hendricks,Hendricks,13.585714067731585,7,4200,UTA@SAC,UTA,SAC,,,,,,PF
97319-188429,SF,Kris,Kris Murray,Murray,8.315384498009315,13,4100,DAL@POR,POR,DAL,,,,,,SF
97319-9809,SF/PF,Nicolas,Nicolas Batum,Batum,17.205556233723957,18,4100,PHI@CHA,PHI,CHA,,,,,,SF/PF
97319-84668,SF,Troy,Troy Brown,Brown,11.43684226588199,19,4100,IND@MIN,MIN,IND,,,,,,SF
97319-171791,SG,Jaden,Jaden Hardy,Hardy,10.905000305175781,20,4100,DAL@POR,DAL,POR,,,,,,SG
97319-80829,PF,Sasha,Sasha Vezenkov,Vezenkov,11.944999694824219,20,4100,UTA@SAC,SAC,UTA,,,,,,PF
97319-157834,PG,Bones,Bones Hyland,Hyland,12.576923076923077,13,4000,NY@LAC,LAC,NY,,,,,,PG
97319-14512,PF/SF,Marcus,Marcus Morris,Morris,11.711765064912683,17,4000,PHI@CHA,PHI,CHA,,,,,,SF/PF
97319-84691,PG,Shake,Shake Milton,Milton,11.595652704653533,23,4000,IND@MIN,MIN,IND,,,,,,PG
97319-16604,SG,Justin,Justin Holiday,Holiday,10.240000406901041,15,4000,OKC@DEN,DEN,OKC,,,,,,SG
97319-67312,C,Thomas,Thomas Bryant,Bryant,11.837499618530273,16,4000,CHI@MIA,MIA,CHI,,,,,,C
97319-111492,SF/SG,Amir,Amir Coffey,Coffey,4.366666793823242,12,4000,NY@LAC,LAC,NY,,,,,,SG/SF
97319-23156,PF,Georges,Georges Niang,Niang,14.64,25,3900,ATL@CLE,CLE,ATL,,,,,,PF
97319-157826,SG/SF,Quentin,Quentin Grimes,Grimes,11.55454531582919,22,3900,NY@LAC,NY,LAC,,,,,,SG/SF
97319-157831,PG,Tre,Tre Mann,Mann,9.800000190734863,8,3900,OKC@DEN,OKC,DEN,,,,,,PG
97319-58519,SG,Gary,Gary Payton,Payton,14.950000217982701,14,3900,BKN@GS,GS,BKN,O,Calf,,,,SG
97319-12474,PG,Patrick,Patrick Beverley,Beverley,13.449999491373697,24,3900,PHI@CHA,PHI,CHA,,,,,,PG
97319-84675,C,Mo,Mo Bamba,Bamba,9.023077157827524,13,3900,PHI@CHA,PHI,CHA,,,,,,C
97319-171795,PF,Ousmane,Ousmane Dieng,Dieng,7.714285714285714,14,3900,OKC@DEN,OKC,DEN,,,,,,PF
97319-145303,PG/SG,Skylar,Skylar Mays,Mays,17.866666666666667,15,3900,DAL@POR,POR,DAL,,,,,,PG/SG
97319-145322,C,Jalen,Jalen Smith,Smith,18.74285670689174,14,3900,IND@MIN,IND,MIN,O,Heel,,,,C
97319-145341,SF/SG,Isaac,Isaac Okoro,Okoro,15.931249618530273,16,3900,ATL@CLE,CLE,ATL,,,,,,SG/SF
97319-117286,C,Moses,Moses Brown,Brown,8.019999694824218,5,3800,DAL@POR,POR,DAL,,,,,,C
97319-110640,PF,Luka,Luka Samanic,Samanic,6.754545731977983,11,3800,UTA@SAC,UTA,SAC,O,Illness,,,,PF
97319-157825,C,Jericho,Jericho Sims,Sims,3.866666793823242,12,3800,NY@LAC,NY,LAC,,,,,,C
97319-157829,SG,Aaron,Aaron Wiggins,Wiggins,9.447618756975446,21,3800,OKC@DEN,OKC,DEN,,,,,,SG
97319-14501,C,Tristan,Tristan Thompson,Thompson,8.519999694824218,20,3800,ATL@CLE,CLE,ATL,,,,,,C
97319-81621,PF/C,Maxi,Maxi Kleber,Kleber,11.84000015258789,5,3800,DAL@POR,DAL,POR,O,Toe,,,,PF/C
97319-84696,PG,Jevon,Jevon Carter,Carter,9.63846177321214,26,3800,CHI@MIA,CHI,MIA,,,,,,PG
97319-12511,PG,Ish,Ish Smith,Smith,8.847058464499082,17,3800,PHI@CHA,CHA,PHI,,,,,,PG
97319-171758,PF/C,Jaylin,Jaylin Williams,Williams,11.355555216471354,18,3800,OKC@DEN,OKC,DEN,,,,,,PF/C
97319-9481,C/PF,Taj,Taj Gibson,Gibson,0,1,3800,NY@LAC,NY,LAC,,,,,,PF/C
97319-171785,SG,Bryce,Bryce McGowens,McGowens,8.994444105360243,18,3800,PHI@CHA,CHA,PHI,,,,,,SG
97319-16196,C/PF,Dwight,Dwight Powell,Powell,11.885714576357888,21,3800,DAL@POR,DAL,POR,,,,,,PF/C
97319-23447,C,Richaun,Richaun Holmes,Holmes,8.669230534480167,13,3800,DAL@POR,DAL,POR,,,,,,C
97319-188418,PF,Kobe,Kobe Brown,Brown,6.006666564941407,15,3700,NY@LAC,LAC,NY,,,,,,PF
97319-188424,PF,Olivier-Maxence,Olivier-Maxence Prosper,Prosper,5.5,14,3700,DAL@POR,DAL,POR,,,,,,PF
97319-9739,C,JaVale,JaVale McGee,McGee,10.585714431036086,21,3700,UTA@SAC,SAC,UTA,,,,,,C
97319-157805,SG,Brandon,Brandon Boston,Boston,9.695652173913043,23,3700,NY@LAC,LAC,NY,,,,,,SG
97319-157812,PG,Davion,Davion Mitchell,Mitchell,9.505882711971507,17,3700,UTA@SAC,SAC,UTA,,,,,,PG
97319-157840,PG,Jaden,Jaden Springer,Springer,10.092857360839844,14,3700,PHI@CHA,PHI,CHA,,,,,,PG
97319-14511,PF,Markieff,Markieff Morris,Morris,6.425000190734863,8,3700,DAL@POR,DAL,POR,,,,,,PF
97319-110331,PG,Ty,Ty Jerome,Jerome,4.349999904632568,2,3700,ATL@CLE,CLE,ATL,O,Ankle,,,,PG
97319-110351,SG/PG,Cody,Cody Martin,Martin,13.32857186453683,7,3700,PHI@CHA,CHA,PHI,O,Knee,,,,PG/SG
97319-171792,PF,Nikola,Nikola Jovic,Jovic,13.274999618530273,4,3700,CHI@MIA,MIA,CHI,,,,,,PF
97319-85305,SF,Kenrich,Kenrich Williams,Williams,11.623077392578125,13,3700,OKC@DEN,OKC,DEN,,,,,,SF
97319-111622,SF,Garrison,Garrison Mathews,Mathews,4.783333460489909,12,3600,ATL@CLE,ATL,CLE,,,,,,SF
97319-188450,PF,Trayce,Trayce Jackson-Davis,Jackson-Davis,7.346666463216146,15,3600,BKN@GS,GS,BKN,,,,,,PF
97319-9799,SG,Wesley,Wesley Matthews,Matthews,7.161538344163161,13,3600,ATL@CLE,ATL,CLE,,,,,,SG
97319-85597,PG,Jordan,Jordan McLaughlin,McLaughlin,3.9285714285714284,7,3600,IND@MIN,MIN,IND,,,,,,PG
97319-157813,SG/PG,Joshua,Joshua Primo,Primo,17.149999618530273,4,3600,NY@LAC,LAC,NY,GTD,Knee,,,,PG/SG
97319-145533,PF,KJ,KJ Martin,Martin,5.264285496303013,14,3600,PHI@CHA,PHI,CHA,,,,,,PF
97319-157824,PG,Miles,Miles McBride,McBride,3.6399998982747395,15,3600,NY@LAC,NY,LAC,,,,,,PG
97319-157828,SF,Chris,Chris Duarte,Duarte,9.359999847412109,20,3600,UTA@SAC,SAC,UTA,,,,,,SF
97319-171669,SG,Keon,Keon Ellis,Ellis,10.0625,16,3600,UTA@SAC,SAC,UTA,,,,,,SG
97319-14529,PG,Cory,Cory Joseph,Joseph,7,11,3600,BKN@GS,GS,BKN,,,,,,PG
97319-14543,SF,Davis,Davis Bertans,Bertans,7.344444274902344,9,3600,OKC@DEN,OKC,DEN,,,,,,SF
97319-171752,SF,AJ,AJ Griffin,Griffin,4.116666793823242,12,3600,ATL@CLE,ATL,CLE,O,Personal,,,,SF
97319-171763,SG,Dalen,Dalen Terry,Terry,4.1200000762939455,10,3600,CHI@MIA,CHI,MIA,,,,,,SG
97319-23294,SF,Danuel,Danuel House,House,7.753846388596755,13,3600,PHI@CHA,PHI,CHA,,,,,,SF
97319-160022,SG,A.J.,A.J. Lawson,Lawson,5.185714176722935,7,3600,DAL@POR,DAL,POR,,,,,,SG
97319-55065,PG,Vasilije,Vasilije Micic,Micic,7.944444444444445,9,3600,OKC@DEN,OKC,DEN,,,,,,PG
97319-180555,SF,Jamal,Jamal Cain,Cain,9.362500190734863,8,3600,CHI@MIA,MIA,CHI,,,,,,SF
97319-145305,PF/C,Zeke,Zeke Nnaji,Nnaji,8.961904616582961,21,3600,OKC@DEN,DEN,OKC,,,,,,PF/C
97319-145317,PG,Sam,Sam Merrill,Merrill,5.700000127156575,12,3600,ATL@CLE,CLE,ATL,,,,,,PG
97319-80813,PG,Frank,Frank Ntilikina,Ntilikina,7.157446678648603,47,3600,PHI@CHA,CHA,PHI,O,Lower leg,,,,PG
97319-188417,SG,Kobe,Kobe Bufkin,Bufkin,1.7000000476837158,2,3500,ATL@CLE,ATL,CLE,O,Thumb,,,,SG
97319-188420,SG,Nick,Nick Smith,Smith,6,8,3500,PHI@CHA,CHA,PHI,,,,,,SG
97319-188430,SF,Dariq,Dariq Whitehead,Whitehead,4,1,3500,BKN@GS,BKN,GS,,,,,,SF
97319-188431,PF,Noah,Noah Clowney,Clowney,1.2000000476837158,1,3500,BKN@GS,BKN,GS,,,,,,PF
97319-188442,PF,Jalen,Jalen Wilson,Wilson,5.550000190734863,4,3500,BKN@GS,BKN,GS,,,,,,PF
97319-188445,SF,Jordan,Jordan Miller,Miller,2.5,2,3500,NY@LAC,LAC,NY,,,,,,SF
97319-189475,PF,Miles,Miles Norris,Norris,,,3500,ATL@CLE,ATL,CLE,,,,,,PF
97319-158243,SF,Ish,Ish Wainright,Wainright,1.5,2,3500,DAL@POR,POR,DAL,,,,,,SF
97319-188448,SG,Colby,Colby Jones,Jones,5.3799999237060545,10,3500,UTA@SAC,SAC,UTA,,,,,,SG
97319-188449,SF,Jalen,Jalen Slawson,Slawson,2.5600000381469727,5,3500,UTA@SAC,SAC,UTA,,,,,,SF
97319-188454,PF,Mouhamed,Mouhamed Gueye,Gueye,1.5,2,3500,ATL@CLE,ATL,CLE,O,Back,,,,PF
97319-117285,SF,Vlatko,Vlatko Cancar,Cancar,9.94923095703125,65,3500,OKC@DEN,DEN,OKC,,,,,,SF
97319-188455,SF,Seth,Seth Lundy,Lundy,2,1,3500,ATL@CLE,ATL,CLE,,,,,,SF
97319-188452,SF,Leonard,Leonard Miller,Miller,3.566666603088379,3,3500,IND@MIN,MIN,IND,,,,,,SF
97319-188453,SG,Jaylen,Jaylen Clark,Clark,,,3500,IND@MIN,MIN,IND,O,Achilles,,,,SG
97319-188458,SG,Jalen,Jalen Pickett,Pickett,4.583333333333333,12,3500,OKC@DEN,DEN,OKC,,,,,,SG
97319-188459,PF,Hunter,Hunter Tyson,Tyson,1.1875,8,3500,OKC@DEN,DEN,OKC,,,,,,PF
97319-188456,SG,Rayan,Rayan Rupert,Rupert,1.8857142584664481,7,3500,DAL@POR,POR,DAL,,,,,,SG
97319-117291,SG,Armoni,Armoni Brooks,Brooks,6.557143075125558,7,3500,BKN@GS,BKN,GS,,,,,,SG
97319-117290,SF,Charlie,Charlie Brown,Brown,-2,1,3500,NY@LAC,NY,LAC,,,,,,SF
97319-188462,SF,Emoni,Emoni Bates,Bates,4.399999891008649,7,3500,ATL@CLE,CLE,ATL,,,,,,SF
97319-188463,SF,Julian,Julian Phillips,Phillips,2.357142857142857,14,3500,CHI@MIA,CHI,MIA,,,,,,SF
97319-188460,SG,Isaiah,Isaiah Wong,Wong,,,3500,IND@MIN,IND,MIN,,,,,,SG
97319-188466,PG,Amari,Amari Bailey,Bailey,4.400000095367432,1,3500,PHI@CHA,CHA,PHI,,,,,,PG
97319-190515,SG,Onuralp,Onuralp Bitim,Bitim,0,1,3500,CHI@MIA,CHI,MIA,,,,,,SG
97319-188470,PG,Terquavion,Terquavion Smith,Smith,,,3500,PHI@CHA,PHI,CHA,GTD,Illness,,,,PG
97319-188471,SG,Ricky,Ricky Council,Council,,,3500,PHI@CHA,PHI,CHA,,,,,,SG
97319-188468,SF,Keyontae,Keyontae Johnson,Johnson,0,1,3500,OKC@DEN,OKC,DEN,,,,,,SF
97319-188474,SF,Jacob,Jacob Toppin,Toppin,3,1,3500,NY@LAC,NY,LAC,,,,,,SF
97319-23096,SF,Evan,Evan Fournier,Fournier,7.699999809265137,1,3500,NY@LAC,NY,LAC,,,,,,SF
97319-188475,C,Oscar,Oscar Tshiebwe,Tshiebwe,2.8499999046325684,2,3500,IND@MIN,IND,MIN,,,,,,C
97319-117307,SF,DaQuan,DaQuan Jeffries,Jeffries,1.3875000476837158,8,3500,NY@LAC,NY,LAC,,,,,,SF
97319-188473,SF,Jaylen,Jaylen Martin,Martin,,,3500,NY@LAC,NY,LAC,,,,,,SF
97319-188480,PF,Adama,Adama Sanogo,Sanogo,,,3500,CHI@MIA,CHI,MIA,,,,,,PF
97319-157803,SG,Josh,Josh Christopher,Christopher,10.167187690734863,64,3500,UTA@SAC,UTA,SAC,,,,,,SG
97319-157807,C,Luka,Luka Garza,Garza,4.1400001525878904,5,3500,IND@MIN,MIN,IND,,,,,,C
97319-157804,SG,Keon,Keon Johnson,Johnson,9.05749969482422,40,3500,BKN@GS,BKN,GS,,,,,,SG
97319-157815,PF,JT,JT Thor,Thor,8.919999694824218,20,3500,PHI@CHA,CHA,PHI,,,,,,PF
97319-157818,SG,James,James Bouknight,Bouknight,6.199999809265137,1,3500,PHI@CHA,CHA,PHI,,,,,,SG
97319-41082,C,Damian,Damian Jones,Jones,2.881818251176314,11,3500,ATL@CLE,CLE,ATL,,,,,,C
97319-157823,PF,Greg,Greg Brown,Brown,1.5,1,3500,DAL@POR,DAL,POR,,,,,,PF
97319-145538,PF/C,Aleksej,Aleksej Pokusevski,Pokusevski,3.3000000544956754,7,3500,OKC@DEN,OKC,DEN,,,,,,PF/C
97319-145536,PG,Theo,Theo Maledon,Maledon,9.969231238731972,13,3500,PHI@CHA,CHA,PHI,,,,,,PG
97319-145541,PG/SG,RJ,RJ Hampton,Hampton,2.200000047683716,2,3500,CHI@MIA,MIA,CHI,,,,,,PG/SG
97319-171658,SF,Johnny,Johnny Juzang,Juzang,9.100000169542101,18,3500,UTA@SAC,UTA,SAC,,,,,,SF
97319-171659,SG,Lester,Lester Quinones,Quinones,2,2,3500,BKN@GS,GS,BKN,,,,,,SG
97319-157835,SF,Kessler,Kessler Edwards,Edwards,3.361111111111111,18,3500,UTA@SAC,SAC,UTA,,,,,,SF
97319-157833,SF/PF,Jalen,Jalen Johnson,Johnson,30.85333251953125,15,3500,ATL@CLE,ATL,CLE,O,Wrist,,,,SF/PF
97319-190094,SF,Leaky,Leaky Black,Black,4.474999904632568,4,3500,PHI@CHA,CHA,PHI,,,,,,SF
97319-163983,SG,Xavier,Xavier Moon,Moon,4,1,3500,NY@LAC,LAC,NY,,,,,,SG
97319-171668,PG,Collin,Collin Gillespie,Gillespie,4.659999847412109,10,3500,OKC@DEN,DEN,OKC,,,,,,PG
97319-171673,PF,Justin,Justin Lewis,Lewis,,,3500,CHI@MIA,CHI,MIA,,,,,,PF
97319-20640,PG/SG,Jordan,Jordan Clarkson,Clarkson,28.094736199629935,19,3500,UTA@SAC,UTA,SAC,O,Thigh,,,,PG/SG
97319-14496,PG,Ricky,Ricky Rubio,Rubio,13.950000339084202,36,3500,ATL@CLE,CLE,ATL,O,Personal,,,,PG
97319-158371,SF,Terry,Terry Taylor,Taylor,1.566666603088379,6,3500,CHI@MIA,CHI,MIA,,,,,,SF
97319-171680,SF,Cole,Cole Swider,Swider,8.90000025431315,3,3500,CHI@MIA,MIA,CHI,,,,,,SF
97319-70826,SF,Furkan,Furkan Korkmaz,Korkmaz,4.900000179515166,17,3500,PHI@CHA,PHI,CHA,,,,,,SF
97319-23740,PG/SG,Ryan,Ryan Arcidiacono,Arcidiacono,1.5428571701049805,7,3500,NY@LAC,NY,LAC,,,,,,PG/SG
97319-160963,PG,Daishen,Daishen Nix,Nix,2.0333333015441895,6,3500,IND@MIN,MIN,IND,,,,,,PG
97319-84677,SG,Jerome,Jerome Robinson,Robinson,2.4000000953674316,1,3500,BKN@GS,GS,BKN,,,,,,SG
97319-164036,SF,Braxton,Braxton Key,Key,2.3500000635782876,6,3500,OKC@DEN,DEN,OKC,,,,,,SF
97319-157906,PF,Usman,Usman Garuba,Garuba,11.485333658854167,75,3500,BKN@GS,GS,BKN,,,,,,PF
97319-9939,SG/PG,Patty,Patty Mills,Mills,5.466666539510091,3,3500,ATL@CLE,ATL,CLE,,,,,,PG/SG
97319-84702,SG/SF,Lonnie,Lonnie Walker,Walker,21.823529411764707,17,3500,BKN@GS,BKN,GS,O,Hamstring,,,,SG/SF
97319-171745,SG,Kendall,Kendall Brown,Brown,5.116666793823242,6,3500,IND@MIN,IND,MIN,,,,,,SG
97319-84709,C,Mitchell,Mitchell Robinson,Robinson,27.033333914620535,21,3500,NY@LAC,NY,LAC,O,Ankle,,,,C
97319-84708,C,Robert,Robert Williams,Williams,21.51666768391927,6,3500,DAL@POR,POR,DAL,O,Knee,,,,C
97319-15590,C,Mason,Mason Plumlee,Plumlee,14.766666412353516,6,3500,NY@LAC,LAC,NY,O,Knee,,,,C
97319-171765,PF,Moussa,Moussa Diabate,Diabate,7.3111114501953125,9,3500,NY@LAC,LAC,NY,GTD,Hip,,,,PF
97319-110329,PF/C,Bruno,Bruno Fernando,Fernando,1.3000000317891438,6,3500,ATL@CLE,ATL,CLE,,,,,,PF/C
97319-171778,SG,Wendell,Wendell Moore,Moore,0.675000011920929,4,3500,IND@MIN,MIN,IND,,,,,,SG
97319-171776,SF,Josh,Josh Minott,Minott,2.5545454892245205,11,3500,IND@MIN,MIN,IND,,,,,,SF
97319-171782,PF,Isaiah,Isaiah Mobley,Mobley,5.449999809265137,2,3500,ATL@CLE,CLE,ATL,,,,,,PF
97319-161551,PG,Javonte,Javonte Smart,Smart,,,3500,PHI@CHA,PHI,CHA,,,,,,PG
97319-161552,PF,Micah,Micah Potter,Potter,0,1,3500,UTA@SAC,UTA,SAC,,,,,,PF
97319-161553,SG,Dru,Dru Smith,Smith,11.977778116861979,9,3500,CHI@MIA,MIA,CHI,O,Knee,,,,SG
97319-171796,PF,Gui,Gui Santos,Santos,4.150000095367432,2,3500,BKN@GS,GS,BKN,,,,,,PF
97319-180016,C,Ibou,Ibou Badji,Badji,,,3500,DAL@POR,POR,DAL,,,,,,C
97319-192339,SG,Dexter,Dexter Dennis,Dennis,3.200000047683716,2,3500,DAL@POR,DAL,POR,,,,,,SG
97319-23407,PF,P.J.,P.J. Tucker,Tucker,7.706666564941406,15,3500,NY@LAC,LAC,NY,,,,,,PF
97319-159097,C,Jay,Jay Huff,Huff,1,2,3500,OKC@DEN,DEN,OKC,GTD,Leg,,,,C
97319-145824,PG,Jordan,Jordan Ford,Ford,2.7333332697550454,6,3500,UTA@SAC,SAC,UTA,,,,,,PG
97319-145313,PF/SF,Jordan,Jordan Nwora,Nwora,12.442856924874443,7,3500,IND@MIN,IND,MIN,,,,,,SF/PF
97319-80806,PG,Lonzo,Lonzo Ball,Ball,,,3500,CHI@MIA,CHI,MIA,O,Knee,,,,PG
97319-80819,PF/C,Harry,Harry Giles,Giles,10.5,5,3500,BKN@GS,BKN,GS,,,,,,PF/C
97319-15814,C,Alex,Alex Len,Len,9.616666793823242,6,3500,UTA@SAC,SAC,UTA,O,Ankle,,,,C
97319-145352,SG,Trent,Trent Forrest,Forrest,5.833333333333333,6,3500,ATL@CLE,ATL,CLE,,,,,,SG
97319-163280,C,Olivier,Olivier Sarr,Sarr,10.1,5,3500,OKC@DEN,OKC,DEN,,,,,,C
97319-165854,SG,Lindy,Lindy Waters,Waters,5.022222306993273,9,3500,OKC@DEN,OKC,DEN,,,,,,SG
97319-188410,SG,Ben,Ben Sheppard,Sheppard,5.090909090909091,11,3500,IND@MIN,IND,MIN,,,,,,SG
97319-188409,PF,Jarace,Jarace Walker,Walker,8.857142857142858,7,3500,IND@MIN,IND,MIN,,,,,,PF
97319-184831,SF,Justin,Justin Minaya,Minaya,2.5,6,3500,DAL@POR,POR,DAL,,,,,,SF
97319-188413,SF,Brice,Brice Sensabaugh,Sensabaugh,2.4000000953674316,1,3500,UTA@SAC,UTA,SAC,,,,,,SF